N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Mes,Dias hasta próxima compra,Hora
537843,2020-12-08 15:16:00,15713.0,United Kingdom,59,171.15,2020-12,,15
560562,2021-07-19 13:34:00,15713.0,United Kingdom,91,185.55,2021-07,222.0,13
567983,2021-09-23 11:25:00,15714.0,United Kingdom,66,132.48,2021-09,,11
579099,2021-11-28 11:26:00,15714.0,United Kingdom,121,198.4,2021-11,66.0,11
537131,2020-12-05 12:26:00,15716.0,United Kingdom,435,547.1,2020-12,,12
547864,2021-03-27 13:10:00,15716.0,United Kingdom,101,115.26,2021-03,112.0,13
554094,2021-05-22 12:49:00,15716.0,United Kingdom,112,240.08,2021-05,55.0,12
560240,2021-07-17 11:59:00,15716.0,United Kingdom,96,216.37,2021-07,55.0,11
550619,2021-04-19 13:21:00,15717.0,United Kingdom,70,150.3,2021-04,,13
540278,2021-01-06 12:31:00,15719.0,United Kingdom,224,433.04,2021-01,,12
543111,2021-02-03 12:44:00,15719.0,United Kingdom,202,428.11,2021-02,28.0,12
545503,2021-03-03 11:34:00,15719.0,United Kingdom,78,183.65,2021-03,27.0,11
547359,2021-03-22 12:27:00,15719.0,United Kingdom,225,326.8,2021-03,19.0,12
549241,2021-04-07 11:40:00,15719.0,United Kingdom,169,336.38,2021-04,15.0,11
551810,2021-05-04 11:32:00,15719.0,United Kingdom,123,231.27,2021-05,26.0,11
554376,2021-05-24 11:31:00,15719.0,United Kingdom,273,491.72,2021-05,19.0,11
556728,2021-06-14 11:36:00,15719.0,United Kingdom,170,342.15,2021-06,21.0,11
559289,2021-07-07 12:22:00,15719.0,United Kingdom,255,433.25,2021-07,23.0,12
562517,2021-08-05 12:27:00,15719.0,United Kingdom,208,347.13,2021-08,29.0,12
565129,2021-09-01 12:41:00,15719.0,United Kingdom,251,515.17,2021-09,27.0,12
570103,2021-10-07 12:18:00,15719.0,United Kingdom,174,360.11,2021-10,35.0,12
574863,2021-11-07 12:29:00,15719.0,United Kingdom,373,616.83,2021-11,31.0,12
576593,2021-11-15 14:48:00,15720.0,United Kingdom,281,598.73,2021-11,,14
579124,2021-11-28 12:14:00,15721.0,United Kingdom,409,507.08,2021-11,,12
544648,2021-02-22 12:24:00,15722.0,United Kingdom,112,324.05,2021-02,,12
555533,2021-06-05 12:12:00,15722.0,United Kingdom,186,446.6,2021-06,102.0,12
564137,2021-08-23 11:30:00,15722.0,United Kingdom,295,654.15,2021-08,78.0,11
574445,2021-11-04 11:41:00,15722.0,United Kingdom,393,713.76,2021-11,73.0,11
574446,2021-11-04 11:43:00,15722.0,United Kingdom,40,84.0,2021-11,0.0,11
538201,2020-12-10 11:12:00,15723.0,United Kingdom,87,203.1,2020-12,,11
545083,2021-02-28 10:40:00,15724.0,United Kingdom,31,103.65,2021-02,,10
554111,2021-05-22 14:40:00,15724.0,United Kingdom,42,114.6,2021-05,83.0,14
578534,2021-11-24 14:51:00,15725.0,United Kingdom,221,415.25,2021-11,,14
539044,2020-12-15 15:47:00,15727.0,United Kingdom,537,1536.85,2020-12,,15
540979,2021-01-12 15:06:00,15727.0,United Kingdom,273,554.75,2021-01,27.0,15
548978,2021-04-05 12:08:00,15727.0,United Kingdom,393,784.45,2021-04,82.0,12
554667,2021-05-25 15:18:00,15727.0,United Kingdom,214,374.82,2021-05,50.0,15
560527,2021-07-19 11:57:00,15727.0,United Kingdom,372,470.95,2021-07,54.0,11
564346,2021-08-24 14:54:00,15727.0,United Kingdom,838,887.47,2021-08,36.0,14
578244,2021-11-23 12:36:00,15727.0,United Kingdom,438,569.67,2021-11,90.0,12
552806,2021-05-11 12:36:00,15729.0,United Kingdom,28,85.0,2021-05,,12
553489,2021-05-17 12:43:00,15730.0,United Kingdom,314,467.43,2021-05,,12
566049,2021-09-08 14:28:00,15730.0,United Kingdom,175,309.79,2021-09,114.0,14
569643,2021-10-05 12:31:00,15730.0,United Kingdom,200,343.66,2021-10,26.0,12
536777,2020-12-02 15:00:00,15732.0,United Kingdom,97,138.1,2020-12,,15
552838,2021-05-11 14:24:00,15732.0,United Kingdom,118,156.02,2021-05,159.0,14
545343,2021-03-02 09:05:00,15733.0,United Kingdom,62,162.3,2021-03,,9
554306,2021-05-23 14:59:00,15734.0,United Kingdom,133,578.65,2021-05,,14
563510,2021-08-17 10:50:00,15734.0,United Kingdom,213,760.8,2021-08,85.0,10
549587,2021-04-11 10:01:00,15737.0,United Kingdom,286,475.88,2021-04,,10
555494,2021-06-03 14:33:00,15737.0,United Kingdom,79,204.85,2021-06,53.0,14
555724,2021-06-06 16:22:00,15737.0,United Kingdom,2,15.0,2021-06,3.0,16
555725,2021-06-06 16:23:00,15737.0,United Kingdom,4,34.0,2021-06,0.0,16
560190,2021-07-15 12:33:00,15737.0,United Kingdom,74,168.2,2021-07,38.0,12
567630,2021-09-21 13:24:00,15737.0,United Kingdom,96,183.58,2021-09,68.0,13
576892,2021-11-17 08:20:00,15737.0,United Kingdom,37,67.01,2021-11,56.0,8
578708,2021-11-25 11:21:00,15737.0,United Kingdom,21,56.6,2021-11,8.0,11
536733,2020-12-02 12:50:00,15738.0,United Kingdom,255,329.65,2020-12,,12
541408,2021-01-17 15:42:00,15738.0,United Kingdom,186,316.5,2021-01,46.0,15
542659,2021-01-31 12:09:00,15738.0,United Kingdom,215,305.07,2021-01,13.0,12
545044,2021-02-27 11:31:00,15738.0,United Kingdom,204,333.92,2021-02,26.0,11
546531,2021-03-14 13:35:00,15738.0,United Kingdom,208,391.8,2021-03,15.0,13
548172,2021-03-29 14:13:00,15738.0,United Kingdom,253,328.15,2021-03,15.0,14
551124,2021-04-26 12:47:00,15738.0,United Kingdom,130,291.9,2021-04,27.0,12
553846,2021-05-19 12:40:00,15738.0,United Kingdom,155,299.45,2021-05,22.0,12
553847,2021-05-19 12:41:00,15738.0,United Kingdom,4,16.6,2021-05,0.0,12
556130,2021-06-09 10:48:00,15738.0,United Kingdom,154,316.02,2021-06,20.0,10
559060,2021-07-06 10:00:00,15738.0,United Kingdom,260,302.2,2021-07,26.0,10
563941,2021-08-22 09:51:00,15738.0,United Kingdom,153,327.15,2021-08,46.0,9
565417,2021-09-04 12:04:00,15738.0,United Kingdom,180,295.04,2021-09,13.0,12
570076,2021-10-07 11:17:00,15738.0,United Kingdom,204,306.52,2021-10,32.0,11
573126,2021-10-27 16:32:00,15738.0,United Kingdom,219,335.55,2021-10,20.0,16
577599,2021-11-21 08:26:00,15738.0,United Kingdom,202,316.9,2021-11,24.0,8
569494,2021-10-04 13:42:00,15739.0,United Kingdom,472,449.12,2021-10,,13
572230,2021-10-21 14:29:00,15740.0,United Kingdom,152,154.88,2021-10,,14
555942,2021-06-08 10:14:00,15743.0,United Kingdom,91,322.55,2021-06,,10
563689,2021-08-18 12:43:00,15743.0,United Kingdom,28,111.5,2021-08,71.0,12
574046,2021-11-02 13:19:00,15743.0,United Kingdom,47,137.56,2021-11,76.0,13
578323,2021-11-23 17:19:00,15743.0,United Kingdom,50,212.85,2021-11,21.0,17
567969,2021-09-23 09:52:00,15744.0,United Kingdom,120,34.8,2021-09,,9
550325,2021-04-17 13:04:00,15745.0,United Kingdom,127,302.85,2021-04,,13
568397,2021-09-27 10:24:00,15745.0,United Kingdom,116,304.9,2021-09,162.0,10
574591,2021-11-06 10:47:00,15745.0,United Kingdom,115,309.53,2021-11,40.0,10
577528,2021-11-20 13:45:00,15745.0,United Kingdom,63,177.31,2021-11,14.0,13
561648,2021-07-28 15:21:00,15746.0,United Kingdom,178,196.88,2021-07,,15
557406,2021-06-20 11:30:00,15747.0,United Kingdom,132,242.65,2021-06,,11
563026,2021-08-11 14:04:00,15747.0,United Kingdom,161,306.82,2021-08,52.0,14
578927,2021-11-27 12:26:00,15747.0,United Kingdom,187,424.57,2021-11,107.0,12
573360,2021-10-30 12:51:00,15748.0,United Kingdom,51,149.31,2021-10,,12
540815,2021-01-11 12:55:00,15749.0,United Kingdom,7044,15160.9,2021-01,,12
540818,2021-01-11 12:57:00,15749.0,United Kingdom,1970,7837.5,2021-01,0.0,12
550461,2021-04-18 13:20:00,15749.0,United Kingdom,9014,21535.9,2021-04,97.0,13
537689,2020-12-08 10:36:00,15750.0,United Kingdom,288,301.52,2020-12,,10
537768,2020-12-08 12:11:00,15750.0,United Kingdom,20,39.0,2020-12,0.0,12
545334,2021-03-01 16:34:00,15750.0,United Kingdom,257,272.05,2021-03,83.0,16
557745,2021-06-22 12:16:00,15750.0,United Kingdom,489,497.26,2021-06,112.0,12
568668,2021-09-28 13:00:00,15750.0,United Kingdom,214,508.07,2021-09,98.0,13
574009,2021-11-02 11:49:00,15750.0,United Kingdom,192,320.05,2021-11,34.0,11
578677,2021-11-24 19:30:00,15750.0,United Kingdom,121,187.14,2021-11,22.0,19
581123,2021-12-07 12:34:00,15750.0,United Kingdom,205,340.39,2021-12,12.0,12
536611,2020-12-02 09:43:00,15752.0,United Kingdom,153,259.65,2020-12,,9
545872,2021-03-07 14:51:00,15752.0,United Kingdom,284,381.75,2021-03,95.0,14
548796,2021-04-04 12:42:00,15752.0,United Kingdom,340,403.78,2021-04,27.0,12
559876,2021-07-13 11:09:00,15752.0,United Kingdom,210,243.25,2021-07,99.0,11
563376,2021-08-16 10:36:00,15752.0,United Kingdom,348,335.2,2021-08,33.0,10
565915,2021-09-07 15:52:00,15752.0,United Kingdom,340,480.52,2021-09,22.0,15
573485,2021-10-31 11:37:00,15752.0,United Kingdom,303,533.23,2021-10,53.0,11
543456,2021-02-08 12:41:00,15753.0,United Kingdom,144,79.2,2021-02,,12
549256,2021-04-07 12:24:00,15754.0,United Kingdom,36,91.8,2021-04,,12
568393,2021-09-27 10:12:00,15754.0,United Kingdom,110,211.62,2021-09,172.0,10
571903,2021-10-19 14:40:00,15754.0,United Kingdom,53,155.15,2021-10,22.0,14
544391,2021-02-18 11:53:00,15755.0,United Kingdom,198,314.68,2021-02,,11
550478,2021-04-18 14:01:00,15755.0,United Kingdom,157,306.05,2021-04,59.0,14
564186,2021-08-23 15:20:00,15755.0,United Kingdom,269,524.1,2021-08,127.0,15
566440,2021-09-12 15:19:00,15755.0,United Kingdom,292,330.92,2021-09,19.0,15
568367,2021-09-26 15:51:00,15755.0,United Kingdom,402,600.99,2021-09,14.0,15
579467,2021-11-29 14:57:00,15755.0,United Kingdom,109,287.51,2021-11,63.0,14
548864,2021-04-04 14:00:00,15756.0,United Kingdom,45,123.59,2021-04,,14
552654,2021-05-10 14:20:00,15756.0,United Kingdom,61,125.53,2021-05,36.0,14
559526,2021-07-10 11:19:00,15756.0,United Kingdom,61,115.72,2021-07,60.0,11
570229,2021-10-09 13:30:00,15756.0,United Kingdom,75,168.12,2021-10,91.0,13
552121,2021-05-06 11:40:00,15757.0,United Kingdom,167,261.36,2021-05,,11
569637,2021-10-05 12:14:00,15757.0,United Kingdom,324,453.06,2021-10,152.0,12
576398,2021-11-15 10:48:00,15758.0,United Kingdom,47,205.25,2021-11,,10
539272,2020-12-16 15:29:00,15759.0,United Kingdom,32,97.24,2020-12,,15
544143,2021-02-16 11:58:00,15759.0,United Kingdom,20,87.8,2021-02,61.0,11
551990,2021-05-05 15:13:00,15759.0,United Kingdom,8,68.0,2021-05,78.0,15
568098,2021-09-23 15:17:00,15762.0,United Kingdom,147,315.31,2021-09,,15
569705,2021-10-05 16:15:00,15762.0,United Kingdom,104,268.44,2021-10,12.0,16
568044,2021-09-23 12:10:00,15763.0,United Kingdom,187,522.49,2021-09,,12
574951,2021-11-08 09:44:00,15763.0,United Kingdom,84,564.43,2021-11,45.0,9
545906,2021-03-08 09:23:00,15764.0,United Kingdom,623,1120.93,2021-03,,9
556044,2021-06-08 12:50:00,15764.0,United Kingdom,51,165.55,2021-06,92.0,12
556045,2021-06-08 12:54:00,15764.0,United Kingdom,197,408.04,2021-06,0.0,12
564353,2021-08-24 15:08:00,15764.0,United Kingdom,1165,1564.7,2021-08,77.0,15
564354,2021-08-24 15:09:00,15764.0,United Kingdom,12,17.4,2021-08,0.0,15
566465,2021-09-12 17:58:00,15764.0,United Kingdom,2,3.35,2021-09,19.0,17
569918,2021-10-06 17:03:00,15766.0,United Kingdom,170,315.06,2021-10,,17
551347,2021-04-28 09:20:00,15768.0,United Kingdom,101,354.35,2021-04,,9
553932,2021-05-20 10:29:00,15768.0,United Kingdom,52,124.8,2021-05,22.0,10
563381,2021-08-16 10:48:00,15768.0,United Kingdom,91,142.68,2021-08,88.0,10
536992,2020-12-03 15:16:00,15769.0,United Kingdom,36,91.8,2020-12,,15
540160,2021-01-05 11:50:00,15769.0,United Kingdom,1032,2574.48,2021-01,32.0,11
540478,2021-01-07 14:53:00,15769.0,United Kingdom,1800,2970.0,2021-01,2.0,14
543831,2021-02-14 09:57:00,15769.0,United Kingdom,1948,3257.4,2021-02,37.0,9
544936,2021-02-25 09:37:00,15769.0,United Kingdom,204,1295.4,2021-02,10.0,9
545865,2021-03-07 14:17:00,15769.0,United Kingdom,1548,2597.4,2021-03,10.0,14
546112,2021-03-09 12:44:00,15769.0,United Kingdom,200,330.0,2021-03,1.0,12
546789,2021-03-17 10:17:00,15769.0,United Kingdom,6100,10065.0,2021-03,7.0,10
550135,2021-04-14 13:52:00,15769.0,United Kingdom,360,1220.4,2021-04,28.0,13
550476,2021-04-18 14:00:00,15769.0,United Kingdom,36,122.04,2021-04,4.0,14
554282,2021-05-23 14:01:00,15769.0,United Kingdom,848,1742.8,2021-05,35.0,14
554709,2021-05-26 10:35:00,15769.0,United Kingdom,600,1086.0,2021-05,2.0,10
554710,2021-05-26 10:37:00,15769.0,United Kingdom,300,537.0,2021-05,0.0,10
557485,2021-06-20 14:38:00,15769.0,United Kingdom,1600,2876.0,2021-06,25.0,14
559322,2021-07-07 14:46:00,15769.0,United Kingdom,1372,2609.0,2021-07,17.0,14
564310,2021-08-24 12:51:00,15769.0,United Kingdom,1372,2597.0,2021-08,47.0,12
564312,2021-08-24 12:52:00,15769.0,United Kingdom,1584,3744.0,2021-08,0.0,12
564311,2021-08-24 12:52:00,15769.0,United Kingdom,900,1611.0,2021-08,0.0,12
564811,2021-08-30 11:37:00,15769.0,United Kingdom,300,537.0,2021-08,5.0,11
566481,2021-09-13 09:33:00,15769.0,United Kingdom,700,1253.0,2021-09,13.0,9
569740,2021-10-06 10:52:00,15769.0,United Kingdom,1600,2924.0,2021-10,23.0,10
569839,2021-10-06 13:21:00,15769.0,United Kingdom,1300,2327.0,2021-10,0.0,13
571298,2021-10-17 08:14:00,15769.0,United Kingdom,1300,2327.0,2021-10,10.0,8
573322,2021-10-30 10:44:00,15769.0,United Kingdom,100,179.0,2021-10,13.0,10
575255,2021-11-09 11:55:00,15769.0,United Kingdom,788,1975.0,2021-11,10.0,11
580297,2021-12-02 13:52:00,15769.0,United Kingdom,1744,3404.0,2021-12,23.0,13
580490,2021-12-04 12:48:00,15773.0,United Kingdom,311,635.68,2021-12,,12
569211,2021-10-02 12:04:00,15774.0,United Kingdom,87,270.8,2021-10,,12
549443,2021-04-08 12:56:00,15775.0,United Kingdom,68,104.9,2021-04,,12
561799,2021-07-29 13:46:00,15776.0,United Kingdom,138,241.62,2021-07,,13
538671,2020-12-13 16:38:00,15777.0,United Kingdom,113,365.55,2020-12,,16
542154,2021-01-26 10:49:00,15777.0,United Kingdom,24,102.0,2021-01,43.0,10
542155,2021-01-26 10:51:00,15777.0,United Kingdom,112,285.6,2021-01,0.0,10
549909,2021-04-12 16:43:00,15777.0,United Kingdom,129,293.96,2021-04,76.0,16
539379,2020-12-17 11:43:00,15780.0,United Kingdom,65,177.15,2020-12,,11
549579,2021-04-11 09:18:00,15780.0,United Kingdom,127,225.61,2021-04,114.0,9
556190,2021-06-09 12:01:00,15780.0,United Kingdom,28,72.52,2021-06,59.0,12
543283,2021-02-07 09:15:00,15781.0,United Kingdom,29,83.35,2021-02,,9
561118,2021-07-25 12:25:00,15781.0,United Kingdom,37,127.95,2021-07,168.0,12
576317,2021-11-14 14:57:00,15781.0,United Kingdom,114,134.16,2021-11,112.0,14
566282,2021-09-11 14:29:00,15782.0,United Kingdom,644,1638.34,2021-09,,14
572128,2021-10-21 09:23:00,15782.0,United Kingdom,76,526.0,2021-10,39.0,9
579551,2021-11-30 10:49:00,15782.0,United Kingdom,144,450.4,2021-11,40.0,10
579270,2021-11-29 09:50:00,15783.0,United Kingdom,212,246.3,2021-11,,9
544309,2021-02-17 14:17:00,15785.0,United Kingdom,557,928.58,2021-02,,14
554824,2021-05-26 14:21:00,15785.0,United Kingdom,197,401.82,2021-05,98.0,14
558924,2021-07-05 10:07:00,15785.0,United Kingdom,245,318.03,2021-07,39.0,10
558925,2021-07-05 10:08:00,15785.0,United Kingdom,12,17.4,2021-07,0.0,10
574837,2021-11-07 11:33:00,15785.0,United Kingdom,601,663.14,2021-11,125.0,11
563557,2021-08-17 13:33:00,15786.0,United Kingdom,2310,3160.84,2021-08,,13
572499,2021-10-24 14:10:00,15786.0,United Kingdom,1020,1687.46,2021-10,68.0,14
572504,2021-10-24 14:13:00,15786.0,United Kingdom,34,83.9,2021-10,0.0,14
570223,2021-10-09 13:11:00,15787.0,United Kingdom,286,492.05,2021-10,,13
576052,2021-11-13 14:48:00,15787.0,United Kingdom,195,368.79,2021-11,35.0,14
576054,2021-11-13 14:55:00,15787.0,United Kingdom,59,87.21,2021-11,0.0,14
539262,2020-12-16 14:35:00,15789.0,United Kingdom,438,351.3,2020-12,,14
579465,2021-11-29 14:53:00,15790.0,United Kingdom,114,220.85,2021-11,,14
553879,2021-05-19 15:15:00,15791.0,United Kingdom,558,1223.24,2021-05,,15
572932,2021-10-27 10:14:00,15791.0,United Kingdom,173,389.45,2021-10,160.0,10
546691,2021-03-16 10:45:00,15793.0,United Kingdom,192,306.64,2021-03,,10
573483,2021-10-31 11:32:00,15793.0,United Kingdom,184,305.36,2021-10,229.0,11
578689,2021-11-25 09:31:00,15793.0,United Kingdom,177,353.61,2021-11,24.0,9
559866,2021-07-13 10:43:00,15795.0,United Kingdom,581,610.01,2021-07,,10
543626,2021-02-10 15:40:00,15796.0,United Kingdom,124,343.92,2021-02,,15
552259,2021-05-08 11:13:00,15796.0,United Kingdom,92,253.47,2021-05,86.0,11
554329,2021-05-23 16:52:00,15796.0,United Kingdom,92,379.4,2021-05,15.0,16
555522,2021-06-05 11:29:00,15796.0,United Kingdom,105,273.13,2021-06,12.0,11
564059,2021-08-22 14:35:00,15796.0,United Kingdom,116,325.8,2021-08,78.0,14
568727,2021-09-28 16:38:00,15796.0,United Kingdom,113,311.99,2021-09,37.0,16
578031,2021-11-22 13:41:00,15796.0,United Kingdom,80,376.2,2021-11,54.0,13
581472,2021-12-08 19:55:00,15796.0,United Kingdom,139,447.65,2021-12,16.0,19
541983,2021-01-24 15:47:00,15797.0,United Kingdom,1,15.0,2021-01,,15
543394,2021-02-08 10:17:00,15797.0,United Kingdom,528,1495.2,2021-02,14.0,10
552523,2021-05-09 16:38:00,15797.0,United Kingdom,200,330.0,2021-05,90.0,16
563727,2021-08-18 17:04:00,15797.0,United Kingdom,144,367.2,2021-08,101.0,17
540541,2021-01-09 15:13:00,15799.0,United Kingdom,181,320.22,2021-01,,15
555876,2021-06-07 15:28:00,15799.0,United Kingdom,358,161.02,2021-06,149.0,15
568168,2021-09-25 12:46:00,15799.0,United Kingdom,416,402.9,2021-09,109.0,12
549263,2021-04-07 12:39:00,15800.0,United Kingdom,108,244.5,2021-04,,12
564335,2021-08-24 14:23:00,15800.0,United Kingdom,227,454.58,2021-08,139.0,14
563942,2021-08-22 09:53:00,15801.0,United Kingdom,70,137.22,2021-08,,9
570459,2021-10-10 15:42:00,15801.0,United Kingdom,466,869.98,2021-10,49.0,15
572487,2021-10-24 13:52:00,15801.0,United Kingdom,34,56.75,2021-10,13.0,13
560651,2021-07-20 11:38:00,15802.0,United Kingdom,1,451.42,2021-07,,11
571908,2021-10-19 14:56:00,15803.0,United Kingdom,290,415.82,2021-10,,14
554557,2021-05-25 10:12:00,15804.0,United Kingdom,314,525.36,2021-05,,10
557676,2021-06-22 10:28:00,15804.0,United Kingdom,314,600.03,2021-06,28.0,10
561889,2021-07-31 13:37:00,15804.0,United Kingdom,214,519.04,2021-07,39.0,13
564091,2021-08-23 09:57:00,15804.0,United Kingdom,259,432.48,2021-08,22.0,9
565779,2021-09-06 15:14:00,15804.0,United Kingdom,391,477.93,2021-09,14.0,15
566723,2021-09-14 13:02:00,15804.0,United Kingdom,79,233.39,2021-09,7.0,13
566954,2021-09-15 16:39:00,15804.0,United Kingdom,12,19.8,2021-09,1.0,16
567942,2021-09-22 19:03:00,15804.0,United Kingdom,51,142.27,2021-09,7.0,19
569716,2021-10-06 08:17:00,15804.0,United Kingdom,110,223.22,2021-10,13.0,8
574081,2021-11-02 16:37:00,15804.0,United Kingdom,270,362.43,2021-11,27.0,16
577697,2021-11-21 12:02:00,15804.0,United Kingdom,122,135.06,2021-11,18.0,12
579194,2021-11-28 15:50:00,15804.0,United Kingdom,153,206.33,2021-11,7.0,15
581585,2021-12-09 12:31:00,15804.0,United Kingdom,278,329.05,2021-12,10.0,12
538172,2020-12-10 09:33:00,15805.0,United Kingdom,212,370.8,2020-12,,9
544894,2021-02-24 12:09:00,15805.0,United Kingdom,362,553.76,2021-02,76.0,12
550775,2021-04-20 13:18:00,15805.0,United Kingdom,515,1052.56,2021-04,55.0,13
550776,2021-04-20 13:19:00,15805.0,United Kingdom,67,140.85,2021-04,0.0,13
554702,2021-05-26 09:45:00,15805.0,United Kingdom,257,385.81,2021-05,35.0,9
555627,2021-06-06 11:57:00,15805.0,United Kingdom,212,130.44,2021-06,11.0,11
555840,2021-06-07 12:46:00,15805.0,United Kingdom,36,70.2,2021-06,1.0,12
557226,2021-06-17 13:39:00,15805.0,United Kingdom,205,252.63,2021-06,10.0,13
557227,2021-06-17 13:40:00,15805.0,United Kingdom,4,23.0,2021-06,0.0,13
557228,2021-06-17 13:42:00,15805.0,United Kingdom,6,17.7,2021-06,0.0,13
564526,2021-08-25 14:50:00,15805.0,United Kingdom,407,570.25,2021-08,69.0,14
569825,2021-10-06 12:23:00,15805.0,United Kingdom,97,270.25,2021-10,41.0,12
572652,2021-10-25 12:11:00,15805.0,United Kingdom,743,1062.43,2021-10,18.0,12
572654,2021-10-25 12:12:00,15805.0,United Kingdom,24,45.48,2021-10,0.0,12
574041,2021-11-02 13:05:00,15805.0,United Kingdom,24,19.92,2021-11,8.0,13
574948,2021-11-08 09:07:00,15805.0,United Kingdom,56,192.0,2021-11,5.0,9
576875,2021-11-16 16:32:00,15805.0,United Kingdom,160,370.4,2021-11,8.0,16
545907,2021-03-08 09:24:00,15806.0,United Kingdom,274,300.36,2021-03,,9
558999,2021-07-05 12:15:00,15806.0,United Kingdom,139,221.52,2021-07,119.0,12
572512,2021-10-24 14:35:00,15806.0,United Kingdom,189,262.7,2021-10,111.0,14
568094,2021-09-23 14:43:00,15807.0,United Kingdom,380,635.6,2021-09,,14
572077,2021-10-20 14:09:00,15807.0,United Kingdom,48,251.8,2021-10,26.0,14
572078,2021-10-20 14:10:00,15807.0,United Kingdom,2,16.5,2021-10,0.0,14
537154,2020-12-05 13:05:00,15808.0,United Kingdom,355,1021.45,2020-12,,13
538660,2020-12-13 15:37:00,15808.0,United Kingdom,419,1228.4,2020-12,8.0,15
540099,2021-01-04 16:41:00,15808.0,United Kingdom,322,733.92,2021-01,22.0,16
543277,2021-02-06 14:33:00,15808.0,United Kingdom,247,751.2,2021-02,32.0,14
543586,2021-02-10 11:16:00,15809.0,United Kingdom,112,198.8,2021-02,,11
547965,2021-03-28 15:47:00,15809.0,United Kingdom,58,63.42,2021-03,46.0,15
553902,2021-05-19 18:02:00,15809.0,United Kingdom,79,121.09,2021-05,52.0,18
556097,2021-06-08 15:31:00,15809.0,United Kingdom,2,15.9,2021-06,19.0,15
574307,2021-11-03 16:40:00,15809.0,United Kingdom,50,116.56,2021-11,148.0,16
544094,2021-02-16 09:11:00,15810.0,United Kingdom,250,377.32,2021-02,,9
550993,2021-04-21 19:51:00,15810.0,United Kingdom,280,476.8,2021-04,64.0,19
557762,2021-06-22 14:01:00,15810.0,United Kingdom,326,507.07,2021-06,61.0,14
567702,2021-09-22 09:38:00,15810.0,United Kingdom,5,30.79,2021-09,91.0,9
538113,2020-12-09 15:29:00,15811.0,United Kingdom,95,289.85,2020-12,,15
539423,2020-12-17 14:24:00,15811.0,United Kingdom,33,148.95,2020-12,7.0,14
543996,2021-02-15 10:46:00,15811.0,United Kingdom,181,458.53,2021-02,59.0,10
553672,2021-05-18 12:44:00,15811.0,United Kingdom,159,397.51,2021-05,92.0,12
564559,2021-08-26 09:37:00,15811.0,United Kingdom,292,478.96,2021-08,99.0,9
577082,2021-11-17 15:31:00,15811.0,United Kingdom,311,444.82,2021-11,83.0,15
542212,2021-01-26 12:12:00,15812.0,United Kingdom,64,244.8,2021-01,,12
548349,2021-03-30 14:39:00,15812.0,United Kingdom,388,519.96,2021-03,63.0,14
555499,2021-06-03 15:31:00,15812.0,United Kingdom,147,289.46,2021-06,65.0,15
559640,2021-07-11 12:30:00,15812.0,United Kingdom,142,533.02,2021-07,37.0,12
564334,2021-08-24 14:19:00,15812.0,United Kingdom,181,213.9,2021-08,44.0,14
549999,2021-04-14 09:09:00,15813.0,United Kingdom,369,770.65,2021-04,,9
553205,2021-05-16 08:13:00,15813.0,United Kingdom,234,533.26,2021-05,31.0,8
571936,2021-10-20 09:04:00,15814.0,United Kingdom,554,599.42,2021-10,,9
572108,2021-10-20 18:08:00,15814.0,United Kingdom,253,521.53,2021-10,0.0,18
574278,2021-11-03 14:42:00,15814.0,United Kingdom,228,456.24,2021-11,13.0,14
578100,2021-11-23 08:17:00,15814.0,United Kingdom,236,368.14,2021-11,19.0,8
547714,2021-03-25 08:43:00,15815.0,United Kingdom,252,427.0,2021-03,,8
549428,2021-04-08 12:01:00,15815.0,United Kingdom,192,453.0,2021-04,14.0,12
552855,2021-05-11 15:17:00,15815.0,United Kingdom,624,514.08,2021-05,33.0,15
560978,2021-07-22 12:20:00,15815.0,United Kingdom,446,480.62,2021-07,71.0,12
570117,2021-10-07 12:42:00,15815.0,United Kingdom,342,225.9,2021-10,77.0,12
545909,2021-03-08 09:45:00,15819.0,United Kingdom,522,639.64,2021-03,,9
554497,2021-05-24 14:38:00,15819.0,United Kingdom,392,537.5,2021-05,77.0,14
561896,2021-07-31 15:22:00,15819.0,United Kingdom,225,408.33,2021-07,68.0,15
572238,2021-10-21 14:50:00,15819.0,United Kingdom,218,319.98,2021-10,81.0,14
541948,2021-01-24 12:00:00,15820.0,United Kingdom,128,206.98,2021-01,,12
570228,2021-10-09 13:28:00,15821.0,United Kingdom,94,254.18,2021-10,,13
572909,2021-10-26 15:48:00,15821.0,United Kingdom,108,316.78,2021-10,17.0,15
539015,2020-12-15 13:38:00,15822.0,United Kingdom,160,440.2,2020-12,,13
580964,2021-12-06 14:50:00,15822.0,United Kingdom,215,445.27,2021-12,356.0,14
536779,2020-12-02 15:08:00,15823.0,United Kingdom,1,15.0,2020-12,,15
557471,2021-06-20 13:27:00,15825.0,United Kingdom,220,532.94,2021-06,,13
553060,2021-05-13 10:44:00,15826.0,United Kingdom,488,720.0,2021-05,,10
571247,2021-10-14 16:04:00,15826.0,United Kingdom,444,878.46,2021-10,154.0,16
571248,2021-10-14 16:05:00,15826.0,United Kingdom,31,55.85,2021-10,0.0,16
536738,2020-12-02 13:06:00,15827.0,United Kingdom,42,98.18,2020-12,,13
536740,2020-12-02 13:08:00,15827.0,United Kingdom,67,92.75,2020-12,0.0,13
542384,2021-01-27 14:31:00,15827.0,United Kingdom,95,177.35,2021-01,56.0,14
